083003,625
083004,626
083012,625
083014,625
083015,630
083016,634
083017,636
083019,638
083020,639
083021,647
083022,673
083023,685
083100,694
083101,698
083102,703
083103,703
083104,703
083105,703
083106,703
083107,703
083108,703
083109,705
083110,714
083111,714
083112,714
083113,714
083114,715
083115,716
083116,716
083117,718
083119,724
083120,724
083121,725
083122,726
083123,727
090100,729
090101,754
090102,773
090110,788
090111,788
090112,787
090113,792
090114,803
090115,810
090116,810
090117,810
090118,810
090119,810
090120,810
090121,810
090122,810
090123,810
090200,815
090201,820
090202,822
090203,824
090204,825
090205,825
090206,825
090207,825
090208,825
090209,825
090210,825
090211,825
090212,825
090213,825
090214,825
090215,831
090216,831
090217,831
090218,837
090219,842
090220,844
090221,846
090222,846
090300,850
090301,852
090302,852
090303,852
090304,852
090305,852
090306,852
090307,852
090308,852
090309,852
090310,852
090311,852
090312,852
090313,852
090314,852
090315,853
090316,853
090317,853
090318,866
090319,881
090320,883
090321,883
090322,883
090323,883
090400,883
090401,887
090402,887
090403,887
090404,887
090405,887
090406,887
090407,887
090408,887
090409,887
090410,887
090411,888
090412,888
090413,888
090414,892
090415,895
090416,895
090417,895
090418,895
090419,895
090420,894
090421,894
090422,894
090423,894
090500,894
090501,895
090502,905
090503,906
090504,906
090505,906
090506,906
090507,906
090508,906
090509,906
090510,906
090511,906
090512,906
090513,912
090514,914
090515,921
090516,921
090517,924
090518,926
090519,926
090520,930
090521,935
090522,938
090523,956
090600,967
090601,975
090602,980
090603,986
090604,991
090605,991
090606,991
090607,991
090608,991
090609,991
090610,992
090611,993
090612,995
090613,995
090614,997
090615,997
090616,997
090617,997
090618,997
090619,997
090620,997
090621,997
090622,997
090623,997
090700,998
090701,1036
090702,1040
090703,1042
090704,1042
090705,1042
090706,1042
090707,1043
090708,1044
090709,1044
090710,1044
090711,1044
090712,1044
090713,1045
090714,1045
090715,1045
090716,1045
090717,1045
090718,1045
090719,1045
090720,1045
090721,1045
090722,1045
090723,1045
090800,1063
090801,1073
090802,1074
090803,1074
090804,1074
090805,1074
090806,1074
090807,1074
090808,1074
090809,1074
090810,1074
090811,1074
090812,1074
090813,1074
090814,1075
090815,1076
090816,1077
090817,1077
090818,1077
090819,1077
090820,1077
090821,1077
090822,1076
090823,1076
090900,1078
090901,1078
090902,1078
090903,1078
090904,1078
090905,1080
090906,1089
090907,1089
090908,1089
090909,1089
090910,1089
090911,1089
090912,1089
090913,1092
090914,1092
090915,1092
090916,1092
090917,1092
090918,1093
090919,1094
090920,1094
090921,1094
090922,1094
090923,1095
091000,1095
091001,1095
091002,1100
091003,1101
091004,1101
091006,1110
091007,1112
091008,1119
091009,1119
091010,1119
091011,1120
091012,1120
091013,1120
091014,1120
091015,1120
091016,1120
091017,1120
091018,1123
091019,1124
091020,1125
091021,1128
091022,1134
091023,1147
091100,1155
091101,1164
091102,1164
091103,1167
091104,1166
091105,1166
091106,1170
091107,1170
091108,1171
091109,1171
091110,1171
091111,1171
091112,1171
091113,1171
091114,1171
091115,1176
091116,1177
091117,1178
091118,1178
091119,1179
091120,1180
091121,1180
091122,1180
091123,1180
091200,1180
091201,1180
091202,1180
091203,1183
091204,1183
091205,1183
091206,1183
091207,1185
091208,1184
091209,1186
091210,1189
091211,1197
091212,1199
091213,1199
091214,1199
091215,1199
091216,1199
091217,1199
091218,1199
091219,1207
091220,1208
091221,1208
091223,1215
091300,1219
091301,1228
091302,1227
091303,1230
091304,1230
091305,1230
091306,1230
091307,1230
091308,1230
091309,1230
091310,1230
091311,1230
091312,1230
091313,1238
091314,1240
091315,1240
091316,1240
091320,1245
091321,1245
091322,1245
091323,1245
091400,1245
091401,1247
091402,1247
091403,1247
091404,1247
091405,1248
091406,1255
091407,1255
091408,1261
091508,1291
091509,1291
091510,1291
091511,1291
091512,1291
091513,1291
091514,1295
091515,1298
091516,1298
091517,1298
091518,1298
091519,1298
091520,1298
091521,1298
091522,1298
091523,1298
091600,1298
091601,1298
091602,1298
091603,1298
091604,1298
091605,1298
091606,1298
091607,1298
091608,1298
091609,1298
091610,1298
091611,1298
091612,1298
091613,1298
091614,1297
091615,1297
091616,1297
091617,1297
091618,1297
091619,1297
091620,1297
091621,1297
091622,1297
091623,1297
091700,1296
091701,1296
091702,1296
091703,1296
091704,1296
091705,1296
091706,1296
