083001,48
083002,49
083003,50
083004,50
083012,52
083014,52
083015,52
083016,52
083017,52
083019,52
083020,52
083021,52
083022,52
083023,52
083100,54
083101,61
083102,63
083103,64
083104,64
083105,64
083106,64
083107,64
083108,64
083109,64
083110,64
083111,64
083112,64
083113,64
083114,64
083115,64
083116,64
083117,64
083119,64
083120,67
083121,67
083122,67
083123,66
090100,66
090101,66
090102,66
090110,66
090111,66
090112,66
090113,66
090114,66
090115,66
090116,66
090117,66
090118,66
090119,66
090120,73
090121,73
090122,77
090123,78
090200,82
090201,83
090202,83
090203,83
090204,83
090205,83
090206,83
090207,83
090208,83
090209,83
090210,83
090211,83
090212,83
090213,83
090214,83
090215,83
090216,83
090217,83
090218,86
090219,89
090220,90
090221,90
090222,90
090300,92
090301,92
090302,92
090303,92
090304,92
090305,92
090306,92
090307,92
090308,92
090309,92
090310,92
090311,92
090312,92
090313,92
090314,92
090315,92
090316,92
090317,92
090318,92
090319,92
090320,98
090321,98
090322,98
090323,103
090400,103
090401,103
090402,103
090403,103
090404,103
090405,103
090406,103
090407,103
090408,103
090409,103
090410,103
090411,103
090412,103
090413,103
090414,103
090415,103
090416,103
090417,103
090418,106
090419,106
090420,106
090421,106
090422,109
090423,112
090500,112
090501,111
090502,111
090503,111
090504,111
090505,111
090506,111
090507,111
090508,111
090509,111
090510,111
090511,111
090512,111
090513,111
090514,111
090515,111
090516,111
090517,111
090518,111
090519,111
090520,111
090521,113
090522,113
090523,113
090600,113
090601,113
090602,113
090603,114
090604,113
090605,113
090606,113
090607,113
090608,113
090609,113
090610,113
090611,113
090612,113
090613,113
090614,113
090615,113
090616,113
090617,113
090618,113
090619,113
090620,113
090621,122
090622,126
090623,135
090700,136
090701,140
090702,140
090703,140
090704,140
090705,140
090706,140
090707,140
090708,140
090709,140
090710,140
090711,140
090712,140
090713,140
090714,140
090715,140
090716,140
090717,140
090718,140
090719,140
090720,144
090721,148
090722,150
090723,150
090800,150
090801,150
090802,152
090803,152
090804,152
090805,152
090806,152
090807,152
090808,152
090809,152
090810,152
090811,152
090812,152
090813,152
090814,152
090815,152
090816,152
090817,152
090818,152
090819,152
090820,152
090821,152
090822,152
090823,152
090900,155
090901,155
090902,155
090903,155
090904,155
090905,155
090906,155
090907,155
090908,155
090909,155
090910,155
090911,155
090912,155
090913,155
090914,155
090915,155
090916,155
090917,155
090918,155
090919,155
090920,155
090921,155
090922,158
090923,158
091000,167
091001,167
091002,167
091003,167
091004,167
091006,167
091007,167
091008,167
091009,167
091010,167
091011,167
091012,167
091013,173
091014,173
091015,173
091016,174
091017,174
091018,174
091019,174
091020,174
091021,174
091022,177
091023,177
091100,177
091101,177
091102,177
091103,177
091104,177
091105,177
091106,177
091107,177
091108,177
091109,177
091110,177
091111,177
091112,177
091113,177
091114,177
091115,177
091116,177
091117,177
091118,177
091119,177
091120,177
091121,177
091122,178
091123,178
091200,186
091201,187
091202,189
091203,189
091204,189
091205,189
091206,189
091207,189
091208,189
091209,189
091210,189
091211,189
091212,189
091213,189
091214,189
091215,189
091216,189
091217,189
091218,189
091219,189
091220,189
091221,189
091223,190
091300,193
091301,193
091302,193
091303,193
091304,193
091305,193
091306,193
091307,193
091308,193
091309,193
091310,193
091311,193
091312,193
091313,193
091314,192
091315,192
091316,192
091320,192
091321,192
091322,195
091323,195
091400,195
091401,195
091402,195
091403,195
091404,195
091405,195
091406,195
091407,195
091408,195
091508,206
091509,206
091510,206
091511,206
091512,208
091513,209
091514,209
091515,209
091516,209
091517,209
091518,209
091519,209
091520,209
091521,209
091522,209
091523,210
091600,210
091601,210
091602,210
091603,210
091604,210
091605,210
091606,210
091607,210
091608,210
091609,210
091610,210
091611,210
091612,210
091613,210
091614,210
091615,210
091616,217
091617,217
091618,217
091619,217
091620,217
091621,217
091622,218
091623,218
091700,218
091701,218
091702,218
091703,218
091704,218
091705,218
091706,218
