082916,489
082917,490
082918,491
082920,496
083001,504
083002,508
083003,532
083004,534
083012,550
083014,556
083015,556
083016,557
083017,559
083019,562
083020,565
083021,572
083022,577
083023,579
083100,591
083101,603
083102,611
083103,612
083104,611
083105,613
083106,616
083107,617
083108,619
083109,621
083110,623
083111,633
083112,637
083113,637
083114,638
083115,640
083116,642
083117,647
083119,650
083120,653
083121,658
083122,662
083123,661
090100,664
090101,670
090102,686
090110,706
090111,706
090112,708
090113,707
090114,708
090115,713
090116,714
090117,718
090118,720
090119,722
090120,721
090121,725
090122,729
090123,730
090200,730
090201,732
090202,733
090203,737
090204,740
090205,741
090206,742
090207,743
090208,744
090209,747
090210,749
090211,752
090212,759
090213,760
090214,769
090215,777
090216,780
090217,788
090218,793
090219,796
090220,798
090221,799
090222,802
090300,813
090301,819
090302,820
090303,823
090304,824
090305,825
090306,827
090307,827
090308,831
090309,832
090310,832
090311,832
090312,836
090313,839
090314,843
090315,850
090316,855
090317,860
090318,864
090319,866
090320,869
090321,869
090322,874
090323,876
090400,879
090401,882
090402,885
090403,886
090404,885
090405,885
090406,885
090407,886
090408,886
090409,886
090410,888
090411,890
090412,891
090413,892
090414,893
090415,893
090416,894
090417,896
090418,896
090419,896
090420,899
090421,899
090422,902
090423,905
090500,909
090501,909
090502,910
090503,910
090504,910
090505,910
090506,910
090507,910
090508,908
090509,908
090510,910
090511,910
090512,909
090513,914
090514,914
090515,914
090516,918
090517,922
090518,923
090519,925
090520,928
090521,929
090522,928
090523,928
090600,928
090601,930
090602,933
090603,933
090604,931
090605,931
090606,931
090607,931
090608,931
090609,931
090610,932
090611,933
090612,934
090613,935
090614,937
090615,939
090616,942
090617,942
090618,945
090619,946
090620,948
090621,949
090622,963
090623,966
090700,971
090701,973
090702,975
090703,975
090704,975
090705,975
090706,975
090707,975
090708,975
090709,975
090710,976
090711,978
090712,980
090713,984
090714,984
090715,985
090716,987
090717,990
090718,992
090719,992
090720,993
090721,994
090722,996
090723,997
090800,999
090801,1000
090802,999
090803,999
090804,998
090805,997
090806,997
090807,997
090808,998
090809,998
090810,998
090811,998
090812,999
090813,1000
090814,1001
090815,1002
090816,1004
090817,1004
090818,1002
090819,1002
090820,1002
090821,1002
090822,1003
090823,1003
090900,1006
090901,1014
090902,1016
090903,1017
090904,1016
090905,1016
090906,1016
090907,1018
090908,1016
090909,1016
090910,1017
090911,1018
090912,1019
090913,1019
090914,1020
090915,1021
090916,1021
090917,1021
090918,1023
090919,1023
090920,1022
090921,1023
090922,1028
090923,1028
091000,1029
091001,1030
091002,1030
091003,1031
091004,1030
091006,1032
091007,1032
091008,1032
091009,1033
091010,1036
091011,1040
091012,1041
091013,1041
091014,1042
091015,1041
091016,1042
091017,1042
091018,1042
091019,1042
091020,1044
091021,1044
091022,1048
091023,1048
091100,1048
091101,1048
091102,1048
091103,1049
091104,1049
091105,1048
091106,1048
091107,1049
091108,1050
091109,1050
091110,1049
091111,1049
091112,1050
091113,1049
091114,1050
091115,1050
091116,1050
091117,1050
091118,1050
091119,1057
091120,1060
091121,1061
091122,1065
091123,1066
091200,1068
091201,1068
091202,1069
091203,1069
091204,1069
091205,1068
091206,1068
091207,1068
091208,1067
091209,1067
091210,1067
091211,1067
091212,1067
091213,1067
091214,1067
091215,1069
091216,1072
091217,1075
091218,1076
091219,1078
091220,1080
091221,1080
091223,1080
091300,1082
091301,1085
091302,1085
091303,1085
091304,1085
091305,1085
091306,1085
091307,1085
091308,1086
091309,1087
091310,1087
091311,1088
091312,1090
091313,1090
091314,1090
091315,1092
091316,1092
091320,1095
091321,1096
091322,1097
091323,1097
091400,1098
091401,1098
091402,1098
091403,1098
091404,1096
091405,1096
091406,1096
091407,1096
091408,1097
091508,1109
091509,1109
091510,1110
091511,1110
091512,1112
091513,1112
091514,1112
091515,1112
091516,1111
091517,1111
091518,1112
091519,1112
091520,1112
091521,1112
091522,1113
091523,1116
091600,1118
091601,1118
091602,1118
091603,1117
091604,1118
091605,1118
091606,1119
091607,1119
091608,1119
091609,1119
091610,1118
091611,1118
091612,1119
091613,1119
091614,1120
091615,1120
091616,1120
091617,1121
091618,1121
091619,1120
091620,1119
091621,1121
091622,1122
091623,1123
091700,1125
091701,1128
091702,1130
091703,1131
091704,1132
091705,1132
091706,1133
